rank1	rank2	rank3	rank4	name	#records	#title	#GPS	#uniqueGPS	gbnumber	lat_lon	country
Rhizaria	Foraminifera	Rotaliida	Globigerinacea	Sphaeroidinella_dehiscens	7	2	7	5	['KJ633179', 'KM386666', 'KJ633181', 'KJ633180', 'KJ633182', 'KJ633139', 'KJ633138']	['10.96 S 159.80 E', '15.716 N 130.290 E', '16.25 S 161.88 E', '17.93 S 162.66 E', '7.22 S 100.40 E']	['']	[' SSU rDNA Divergence in Planktonic Foraminifera', ' Fossil and genetic evidence for the polyphyletic nature of the genus Globigerinoides, and description of the new genus Trilobatus']
Rhizaria	Foraminifera	Rotaliida	Globigerinacea	Orbulina_universa	59	9	45	20	['KM194160', 'KJ633211', 'KM194095', 'KM194063', 'KM194158', 'KM194153', 'KM193128', 'KM193131', 'KM193129', 'KM194151', 'KM194121', 'KM194120', 'KM194067', 'KM194133', 'KM194105', 'KJ633213', 'KJ633215', 'KJ633214', 'KM193103', 'KM193102', 'KM193130', 'KM193137', 'KM193136', 'KM193135', 'KM193134', 'KM193133', 'KM193132', 'KM194152', 'KM194085', 'KM194054', 'KM194083', 'KM194138', 'KM194034', 'KM194096', 'KM194064', 'KM194098', 'KM194011', 'KM194072', 'KM194059', 'KM194053', 'KM194021', 'KM194013', 'KM194110', 'KM194097', 'KM194137', 'U65632', 'AB468874', 'AB468873', 'AB468872', 'AB468871', 'AB263458', 'AB263456', 'Z83962', 'Z83961', 'U80791', 'AB263457', 'Z69601', 'AF102229', 'KM194547']	['11.2 N 69.1 W', '14.02 N 54.92 W', '14.2838 S 41.3582 E', '14.37 S 145.39 E', '14.83 S 162.6 E', '16.25 S 161.88 E', '16.428 N 40.5084 E', '18.1446 S 37.5212 E', '19.82 N 54.73 W', '20.01 S 162.5 E', '33.23 N 118.26 W', '57.36 N 12.2 W', '59.015 N 32.845 W', '62.205 N 17.29 W', '62.41 N 16.445 W', '62.8 N 17.32 W', '7.188 S 39.527 E', '8.90182 S 41.49493 E', '8.96292 S 39.72975 E', '9.5989 S 41.2799 E']	['', 'Japan', 'USA']	[' PF-R(2)', ' SSU rDNA Divergence in Planktonic Foraminifera', ' Molecular phylogeny of the planktic foraminifera', ' CRYPTIC DIVERSITY IN PLANKTIC FORAMINIFERA IN THE NORTHWEST PACIFIC OCEAN', ' Phylogeny and rates of molecular evolution of planktonic foraminifera', ' Planktic foraminiferal molecular evolution and their polyphyletic origins from benthic taxa', ' Molecular evidence for an independent origin of modern triserial planktonic foraminifera from benthic ancestors', ' Extreme differences in rates of molecular evolution of foraminifera revealed by comparison of ribosomal DNA sequences and the fossil record', ' The diversity and distribution of modern planktic foraminiferal small subunit ribosomal RNA genotypes and their potential as tracers of present and past ocean circulations']
Rhizaria	Polycystinea	Collodaria	Sphaerozoidae	Sphaerozoum_brandtii	2	1	2	2	['KR058226', 'KR058225']	['11.26 S 152.4 W', '21.17 S 105.9 W']	['Pacific Ocean']	[' Towards an Integrative Morpho-molecular Classification of the Collodaria (Polycystinea, Radiolaria)']
Rhizaria	Polycystinea	Collodaria	Collophidiidae	Collophidium_cf_serpentinum	3	1	3	3	['KR058217', 'KR058221', 'KR058220']	['12.80 S 42.2 E', '20.31 S 3.2 W', '31.52 N 159.0 W']	['Indian Ocean', 'Atlantic Ocean', 'Pacific Ocean']	[' Towards an Integrative Morpho-molecular Classification of the Collodaria (Polycystinea, Radiolaria)']
Rhizaria	Polycystinea	Collodaria	Collophidiidae	Collophidium_serpentinum	4	1	4	3	['KR058213', 'KR058211', 'KR058219', 'KR058218']	['12.80 S 42.2 E', '20.31 S 3.2 W', '31.52 N 159.0 W']	['Indian Ocean', 'Atlantic Ocean', 'Pacific Ocean']	[' Towards an Integrative Morpho-molecular Classification of the Collodaria (Polycystinea, Radiolaria)']
Rhizaria	Polycystinea	Collodaria	Collosphaeridae	Collosphaera_tuberosa	4	1	4	3	['KR058208', 'KR058207', 'KR058209', 'KR058210']	['12.80 S 42.2 E', '21.17 S 105.9 W', '43.41 N 7.1 E']	['Indian Ocean', 'Pacific Ocean', 'France']	[' Towards an Integrative Morpho-molecular Classification of the Collodaria (Polycystinea, Radiolaria)']
Rhizaria	Polycystinea	Collodaria	Sphaerozoidae	Rhaphidozoum_acuferum	2	1	2	2	['KR058251', 'KR058252']	['12.80 S 42.2 E', '21.17 S 105.9 W']	['Indian Ocean', 'Pacific Ocean']	[' Towards an Integrative Morpho-molecular Classification of the Collodaria (Polycystinea, Radiolaria)']
Rhizaria	Polycystinea	Collodaria	Sphaerozoidae	Sphaerozoum_fuscum	3	1	3	3	['KR058223', 'KR058229', 'KR058228']	['12.80 S 42.2 E', '26.37 N 127.5 E', '8.75 S 17.9 W']	['Indian Ocean', 'Japan', 'Atlantic Ocean']	[' Towards an Integrative Morpho-molecular Classification of the Collodaria (Polycystinea, Radiolaria)']
Rhizaria	Polycystinea	Collodaria	Sphaerozoidae	Sphaerozoum_punctatum	6	3	6	4	['KR058236', 'KR058240', 'KR058239', 'KR058238', 'AB842486', 'AB613248']	['12.80 S 42.2 E', '21.17 S 105.9 W', '26.37 N 127.49 E', '34.30 N 140.00 E']	['Indian Ocean', 'Pacific Ocean', 'Japan']	[' Towards an Integrative Morpho-molecular Classification of the Collodaria (Polycystinea, Radiolaria)', ' Ultrastructural morphology of the reproductive swarmers of Sphaerozoum punctatum (Huxley) from the East China Sea', " Multigene phylogenetic analyses including diverse radiolarian species support the 'Retaria' hypothesis - The sister relationship of Radiolaria and Foraminifera"]
Rhizaria	Polycystinea	Collodaria	Sphaerozoidae	Sphaerozoum_strigulosum	2	1	2	2	['KR058222', 'KR058224']	['12.80 S 42.2 E', '32.97 N 66.5 W']	['Indian Ocean', 'Atlantic Ocean']	[' Towards an Integrative Morpho-molecular Classification of the Collodaria (Polycystinea, Radiolaria)']
Rhizaria	Foraminifera	Rotaliida	Globigerinacea	Candeina_nitida	11	4	5	3	['KJ633212', 'KM194091', 'KM194073', 'KM194018', 'KM194078', 'AB468837', 'AB468836', 'AB468835', 'AB468834', 'AB263436', 'AB263435']	['14.02 N 54.92 W', '16.428 N 40.5084 E', '18.1446 S 37.5212 E']	['', 'Japan', 'USA']	[' SSU rDNA Divergence in Planktonic Foraminifera', ' PF-R(2)', ' CRYPTIC DIVERSITY IN PLANKTIC FORAMINIFERA IN THE NORTHWEST PACIFIC OCEAN', ' Molecular evidence for an independent origin of modern triserial planktonic foraminifera from benthic ancestors']
Rhizaria	Foraminifera	Rotaliida	Globigerinacea	Globigerina_bulloides	95	12	75	25	['KM194150', 'KM194437', 'KM194435', 'KM194433', 'KM194431', 'KM194428', 'KM194504', 'KM194502', 'KM194501', 'KM194500', 'KC525213', 'KM194164', 'KM194163', 'KM194315', 'KM194314', 'KM194311', 'KM194308', 'KM194292', 'JX173927', 'JX173926', 'JX173925', 'JX173924', 'KJ633202', 'KJ633203', 'KJ633184', 'GQ293071', 'KJ633185', 'JX173917', 'JX173900', 'JX173899', 'JX173898', 'JX173897', 'JX173896', 'JX173895', 'KJ633187', 'KJ633186', 'KJ633188', 'KJ633190', 'KJ633191', 'KJ633192', 'KJ633198', 'KJ633197', 'KJ633196', 'KJ633195', 'KJ633194', 'KJ633193', 'KJ633201', 'KJ633200', 'KJ633199', 'JX173893', 'JX173892', 'JX173891', 'JX173890', 'JX173889', 'JX173901', 'JX173888', 'JX173887', 'JX173886', 'JX173909', 'JX173908', 'JX173907', 'JX173904', 'JX173903', 'JX173902', 'JX173918', 'JX173911', 'JX173910', 'JX173905', 'JX173916', 'JX173915', 'JX173914', 'JX173913', 'JX173912', 'JX173906', 'KM194162', 'FJ643415', 'Z83957', 'AF250111', 'AF250110', 'AF250109', 'AF250108', 'AF250107', 'AY241713', 'AY241712', 'AF250106', 'HM641800', 'GQ293072', 'GU060423', 'GQ293070', 'GQ293069', 'GQ293068', 'GU060422', 'GU060425', 'GU060424', 'GU060421']	['14.37 S 145.39 E', '15.15 N 63.3 E', '22.3715 N 59.415 E', '31 N 131.79 E', '33.23 N 118.26 W', '35.55 N 15.59998 E', '40.00 S 76.24 E', '42.30 S 74.53 E', '42.32 N 9.13 W', '42.37 N 10.00 W', '42.4663 N 144.2925 E', '44.19 N 8.45 W', '44.58 S 73.21 E', '45.00 S 52.05 E', '45.35 N 7.33 W', '45.37 N 7.36 W', '45.56 N 6.15 W', '45.57 N 5.38 W', '46.32 N 5.48 W', '47.00 S 72.01 E', '47.40 S 58.00 E', '48.31 S 64.59 E', '50.40 S 68.24 E', '56.30 S 63.03 E', '59.215 S 62.541 W']	['', 'Atlantic Ocean', 'USA', 'Japan', 'Southern Ocean']	[' PF-R(2)', ' Genetic variability of Globigerina bulloides in the North Pacific and adjacent marginal seas', ' Ecological modeling of the temperature dependence of cryptic species of planktonic foraminifera in the Southern Ocean', ' SSU rDNA Divergence in Planktonic Foraminifera', ' Genetic variability of Globigerina bulloides in the Northwest Pacific and correlation to oceanic provices', ' Using the Multiple Analysis Approach to Reconstruct Phylogenetic Relationships among Planktonic Foraminifera from Highly Divergent and Length-polymorphic SSU rDNA Sequences', ' Phylogeny and rates of molecular evolution of planktonic foraminifera', ' Molecular evidence for genetic mixing of Arctic and Antarctic subpolar populations of planktonic foraminifers', ' Seasonal distribution of genetic types of planktonic foraminifer morphospecies in the Santa Barbara Channel and its paleoceanographic implications', ' The diversity and distribution of modern planktic foraminiferal small subunit ribosomal RNA genotypes and their potential as tracers of present and past ocean circulation', ' Global molecular phylogeography reveals persistent Arctic circumpolar isolation in a marine planktonic protist', ' Genetic variability of Globigerina bulloides in the Eastern North Pacific subtropical region and the bipolarity of planktic foraminiferal genotypes']
Rhizaria	Foraminifera	Rotaliida	Globigerinacea	Globigerina_falconensis	7	3	4	3	['KM194166', 'KM194112', 'FJ643379', 'FJ643378', 'FJ643417', 'FJ643416', 'AF387172']	['14.37 S 145.39 E', '22.3716 N 59.415 E', '34.8333 N 28.4833 W']	['', 'Atlantic Ocean']	[' PF-R(2)', ' Using the Multiple Analysis Approach to Reconstruct Phylogenetic Relationships among Planktonic Foraminifera from Highly Divergent and Length-polymorphic SSU rDNA Sequences', ' Genotypic variability in subarctic planktic foraminifera']
Rhizaria	Foraminifera	Rotaliida	Globigerinacea	Globigerinita_glutinata	49	8	35	9	['KM194161', 'KM194384', 'KM194383', 'KM194382', 'KM194378', 'KM194377', 'KM194367', 'KM194355', 'KM194546', 'KM194545', 'KM194543', 'FJ643297', 'FJ643296', 'FJ643277', 'FJ643295', 'FJ643294', 'FJ643293', 'FJ643292', 'FJ643291', 'FJ643290', 'FJ643289', 'FJ643288', 'FJ643287', 'FJ643286', 'FJ643285', 'FJ643284', 'FJ643283', 'FJ643282', 'FJ643281', 'FJ643280', 'FJ643279', 'FJ643278', 'KM194542', 'KM194398', 'KM194025', 'JQ799900', 'AB468833', 'AB468832', 'AB468831', 'AB468830', 'AB468829', 'AB468828', 'AB468827', 'AB468826', 'AB263434', 'Z83974', 'AB263433', 'AF250105', 'AY453136']	['14.37 S 145.39 E', '22.5999 N 36.5997 E', '30.3655 N 21.2782 W', '34.8333 N 20.2353 W', '35.30 N 20.14 W', '35.5008 N 20.2353 W', '35.586 N 5.5144 W', '59.3713 N 49.2887 W', '8.5705 S 39.3991 E']	['', 'Japan']	[' PF-R(2)', ' Using the Multiple Analysis Approach to Reconstruct Phylogenetic Relationships among Planktonic Foraminifera from Highly Divergent and Length-polymorphic SSU rDNA Sequences', ' Ecological partitioning and diversity in tropical planktonic foraminifera', ' CRYPTIC DIVERSITY IN PLANKTIC FORAMINIFERA IN THE NORTHWEST PACIFIC OCEAN', ' Phylogeny and rates of molecular evolution of planktonic foraminifera', ' Molecular evidence for an independent origin of modern triserial planktonic foraminifera from benthic ancestors', ' The diversity and distribution of modern planktic foraminiferal small subunit ribosomal RNA genotypes and their potential as tracers of present and past ocean circulation', ' Coiling direction changes in different generations of Neogloboquadrina pachyderma']
Rhizaria	Foraminifera	Rotaliida	Globigerinacea	Turborotalita_quinqueloba	56	5	48	22	['KM194230', 'KM194229', 'KM194228', 'KM194227', 'KM194231', 'KM194507', 'KM194506', 'KM194505', 'KM194503', 'KM194490', 'KM194489', 'KM194462', 'KM194459', 'KM194452', 'KM194337', 'KM194336', 'KM194553', 'KM194552', 'KM194551', 'KM194550', 'KM194245', 'KM194055', 'KM194094', 'KM194080', 'KM194066', 'KM194084', 'KM194092', 'KM194023', 'KM193981', 'KM194075', 'KM193942', 'KM194226', 'KM194087', 'KM194004', 'KM194069', 'KM194088', 'KM194081', 'KM194079', 'KM194058', 'KM194030', 'KM194062', 'KM194061', 'KM193998', 'KM193997', 'KM194082', 'KM194019', 'KM194077', 'KM194090', 'JQ799895', 'AF250116', 'AF250115', 'AF250114', 'AF250113', 'AF250112', 'AY241710', 'AY453127']	['14.37 S 145.39 E', '15.15 N 63.3 E', '16.2599 N 61.1499 E', '19.53 N 65.53 E', '22.3715 N 59.415 E', '34.26 N 119.56 W', '34.26 N 120.26 W', '49.4181 N 128.4299 W', '51.77 S 57.48 W', '51.84 S 57.81 W', '52.19 S 58.15 W', '52.32 S 45.56 W', '52.64 S 56.03 W', '53.35 S 54.68 W', '54.4297 N 168.1671 W', '54.81 S 60.53 W', '55.21 S 60.79 W', '55.82 S 61.43 W', '56.2031 N 173.02 W', '58.1255 N 173.1875 W', '61 S 65.32 W', '64.74 S 59.6 W']	['', 'USA', 'Japan']	[' PF-R(2)', ' Ecological partitioning and diversity in tropical planktonic foraminifera', ' Molecular evidence for genetic mixing of Arctic and Antarctic subpolar populations of planktonic foraminifers', ' Seasonal distribution of genetic types of planktonic foraminifer morphospecies in the Santa Barbara Channel and its paleoceanographic implications', ' Coiling direction changes in different generations of Neogloboquadrina pachyderma']
Alveolata	Dinophyceae	Dinophysiales	Dinophysiaceae	Sinophysis_microcephalus	1	1	1	1	['JQ996378']	['14.525 N 61.090 W']	['Martinique']	[' Molecular phylogeny of Sinophysis']
Alveolata	Dinophyceae	unclassified Dinophyceae	Madanidinium	Madanidinium_loirii	3	1	3	1	['KF751603', 'KF751601', 'KF751599']	['14.526 N 61.091 W']	['Martinique']	[' Madanidinium loirii gen. et sp. nov. Dinophyceae), a new marine benthic dinoflagellate from Martinique Island, Eastern Caribbean']
Rhizaria	Acantharea	Arthracanthida	Phyllacantha	Phyllostaurus_cuspidatus	13	2	13	5	['JQ697704', 'JQ697699', 'JQ697698', 'JQ697703', 'JQ697702', 'JQ697701', 'JN811187', 'JN811179', 'JN811162', 'JN811160', 'JN811149', 'JN811148', 'JN811226']	['14.60 N 69.9 E', '18.70 N 66.30 E', '26.21 N 127.29 E', '29.49 N 34.95 E', '43.68 N 7.31 E']	['', 'Japan', 'Israel', 'France']	[' An original mode of symbiosis in open ocean plankton', ' Molecular Phylogeny and Morphological Evolution of the Acantharia (Radiolaria)']
Rhizaria	Acantharea	Arthracanthida	Phyllacantha	Xiphacantha_alata	7	2	7	4	['JQ697706', 'JQ697697', 'JQ697707', 'JQ697700', 'JN811198', 'JN811217', 'JN811213']	['14.60 N 69.9 E', '18.70 N 66.30 E', '26.21 N 127.29 E', '43.68 N 7.31 E']	['', 'Japan', 'France']	[' An original mode of symbiosis in open ocean plankton', ' Molecular Phylogeny and Morphological Evolution of the Acantharia (Radiolaria)']
Rhizaria	Foraminifera	Rotaliida	Globigerinacea	Globigerinita_uvula	70	4	69	15	['KM193938', 'KM193095', 'KM193088', 'KM193079', 'KM193078', 'KM193070', 'KM193098', 'KM193091', 'KM193084', 'KM193083', 'KM193082', 'KM193075', 'KM193074', 'KM193073', 'KM193101', 'KM193100', 'KM193099', 'KM193094', 'KM193093', 'KM193092', 'KM193087', 'KM193086', 'KM193085', 'KM193077', 'KM193076', 'FJ643302', 'FJ643301', 'FJ643300', 'FJ643299', 'FJ643298', 'KJ633206', 'KM194057', 'KM194331', 'KM194330', 'KM194329', 'KM194328', 'KM194327', 'KM194326', 'KM194323', 'KM194574', 'KM194566', 'KM194564', 'KM194563', 'KM194076', 'KM194056', 'KM194317', 'KM194316', 'KM194313', 'KM194312', 'KM194309', 'KM194304', 'KM194299', 'KM194298', 'KM194293', 'KM194390', 'KM194104', 'KM194071', 'KM194335', 'KM194334', 'KM194333', 'KM194332', 'KM194325', 'KM194324', 'KM194070', 'KM194577', 'KM194576', 'KM194567', 'KM194562', 'KM194559', 'AF387173']	['15.0111 N 65.0002 E', '29.59 S 66.24 E', '33.39 S 137.12 W', '34.03 S 140.05 W', '35.0014 N 21.0028 W', '42.55 S 52.50 E', '51.81 N 49.525 W', '53.23 N 50.1497 W', '54.1705 N 48.0005 W', '57.315 N 48.35 W', '58.5086 N 50.2585 W', '59.015 N 32.845 W', '59.3713 N 49.2887 W', '61.245 N 14.675 W', '62.3259 N 52.3794 W']	['']	[' PF-R(2)', ' Using the Multiple Analysis Approach to Reconstruct Phylogenetic Relationships among Planktonic Foraminifera from Highly Divergent and Length-polymorphic SSU rDNA Sequences', ' SSU rDNA Divergence in Planktonic Foraminifera', ' Genotypic variability in subarctic planktic foraminifera']
Stramenopiles	Labyrinthulomycetes	Thraustochytriaceae	Thraustochytrium	Thraustochytrium_gaertnerium	5	2	1	1	['AY705753', 'AY705756', 'AY705755', 'AY705754', 'AY705752']	['15.48 N 73.83 E']	['India']	[' Thraustochytrium gaertnerium sp. nov.', ' A new marine protist species belonging to the family Thraustochytriaceae, isolated from surface waters of Chorao mangroves located in Goa on the west coast of India']
Rhizaria	Foraminifera	Rotaliida	Globigerinacea	Neogloboquadrina_incompta	57	2	57	17	['KM194541', 'KM193973', 'KM193972', 'KM193941', 'KM193974', 'KM193971', 'KM193970', 'KM193969', 'KM193964', 'KM193947', 'KM193963', 'KM193962', 'KM193961', 'KM193986', 'KM193985', 'FJ643375', 'FJ643374', 'FJ643373', 'FJ643372', 'FJ643371', 'FJ643370', 'KM194310', 'KM194305', 'KM194300', 'KM194294', 'KM194290', 'KM194575', 'KM194572', 'KM194571', 'KM194570', 'KM194569', 'KM194568', 'KM194565', 'KM194560', 'KM194558', 'KM194557', 'KM194420', 'KM194418', 'KM194416', 'KM193146', 'KM193145', 'KM193144', 'KM193952', 'KM193951', 'KM193933', 'KM194232', 'KM193975', 'KM193943', 'KM193968', 'KM193967', 'KM193966', 'KM193965', 'KM193936', 'KM193937', 'KM194242', 'KM193931', 'KM193930']	['16.2599 N 61.1499 E', '23 S 13.51 E', '23 S 14.02 E', '23 S 14.13 E', '34.26 N 120.26 W', '35.5008 N 20.2353 W', '36.01 N 8.3 W', '38.23 N 20 W', '38.5771 N 2.315 E', '42.5 S 52.5 E', '52.21 S 56.75 W', '52.4818 N 141.4654 W', '52.99 S 51.44 W', '53.13 S 52.77 W', '53.215 S 58.201 W', '53.35 S 54.68 W', '55.54 S 45.02 W']	['']	[' PF-R(2)', ' Using the Multiple Analysis Approach to Reconstruct Phylogenetic Relationships among Planktonic Foraminifera from Highly Divergent and Length-polymorphic SSU rDNA Sequences']
Rhizaria	Foraminifera	Rotaliida	Globorotalioidea	Globoquadrina_conglomerata	33	2	25	2	['KM194524', 'KM193127', 'KM193126', 'KM193125', 'KM193124', 'KM193123', 'KM193122', 'KM193121', 'KM193120', 'KM193119', 'KM193118', 'KM193117', 'KM193116', 'KM193115', 'KM193114', 'KM193113', 'KM193112', 'KM193111', 'KM193110', 'KM193109', 'KM193108', 'KM193107', 'KM193106', 'KM193105', 'KM193104', 'KJ633137', 'KJ633136', 'KJ633135', 'KJ633134', 'KJ633133', 'KJ633132', 'KJ633131', 'KJ633130']	['17 N 59.2 E', '4.5 S 161.11 E']	['']	[' PF-R(2)', ' SSU rDNA Divergence in Planktonic Foraminifera']
Rhizaria	Foraminifera	Rotaliida	Globigerinacea	Globoturborotalita_rubescens	5	2	4	2	['KM193949', 'KM193948', 'KM193953', 'KM193944', 'JQ799894']	['17.7763 N 64.41155 E', '20.2281 N 64.2936 E']	['']	[' PF-R(2)', ' Ecological partitioning and diversity in tropical planktonic foraminifera']
Rhizaria	Foraminifera	Rotaliida	Globigerinacea	Globorotalia_hirsuta	67	5	60	10	['KM194108', 'KM194099', 'KM193021', 'KM193019', 'KM193017', 'KM193015', 'KM193026', 'KM193025', 'KM193024', 'KM193023', 'KM193097', 'KM193096', 'KM193090', 'KM193089', 'KM193081', 'KM193080', 'KM193072', 'KM193071', 'KM193030', 'KM193029', 'KM193028', 'KM193027', 'FJ643310', 'FJ643309', 'FJ643308', 'FJ643307', 'FJ643306', 'FJ643305', 'FJ643304', 'FJ643303', 'KM193038', 'KM193037', 'KM193036', 'KM193035', 'KM193034', 'KM193033', 'KM193032', 'KM193031', 'KM193049', 'KM193048', 'KM193047', 'KM193046', 'KM193044', 'KM193042', 'KM193041', 'KM193039', 'FJ643313', 'FJ643311', 'KM193056', 'KM193054', 'KM193052', 'KM193050', 'KM193069', 'KM193068', 'KM193067', 'KM193066', 'KM193064', 'KM193062', 'KM193060', 'KM193058', 'AB468849', 'AB468848', 'AB468847', 'AB468846', 'AB263443', 'Z83973', 'AB263444']	['18.1446 S 37.5212 E', '27.99 S 113.08 W', '29.33 S 118.95 W', '32.04 S 130.98 W', '33.0006 N 22.0000 W', '33.39 S 137.12 W', '34.73 S 143.27 W', '34.8333 N 28.4833 W', '35.39 S 146.296 W', '36.73 S 152.58 W']	['', 'Japan', 'USA']	[' PF-R(2)', ' Using the Multiple Analysis Approach to Reconstruct Phylogenetic Relationships among Planktonic Foraminifera from Highly Divergent and Length-polymorphic SSU rDNA Sequences', ' CRYPTIC DIVERSITY IN PLANKTIC FORAMINIFERA IN THE NORTHWEST PACIFIC OCEAN', ' Phylogeny and rates of molecular evolution of planktonic foraminifera', ' Molecular evidence for an independent origin of modern triserial planktonic foraminifera from benthic ancestors']
Rhizaria	Foraminifera	Rotaliida	Globigerinacea	Hastigerina_pelagica	54	5	42	7	['KM194103', 'KM194032', 'FJ643369', 'FJ643368', 'FJ643367', 'FJ643366', 'FJ643365', 'FJ643364', 'FJ643408', 'FJ643399', 'FJ643384', 'FJ643363', 'FJ643362', 'FJ643361', 'FJ643360', 'FJ643359', 'FJ643358', 'FJ643357', 'FJ643356', 'FJ643355', 'FJ643354', 'FJ643353', 'FJ643352', 'FJ643351', 'FJ643350', 'FJ643349', 'FJ643348', 'FJ643347', 'FJ643346', 'FJ643345', 'FJ643344', 'FJ643406', 'FJ643405', 'FJ643404', 'FJ643403', 'FJ643402', 'FJ643413', 'FJ643412', 'FJ643411', 'KM194074', 'KM194033', 'KM193950', 'AB468863', 'AB468862', 'AB468861', 'AB468860', 'AB468859', 'AB468858', 'AB468857', 'AB468856', 'AB263450', 'AB263449', 'Z83958', 'AB263448']	['18.1446 S 37.5212 E', '25.125 S 35.2794 E', '26.3667 N 22.3000 W', '35.0014 N 21.0028 W', '38.6667 N 12.5000 E', '38.9697 N 2.5306 E', '8.5705 S 39.3991 E']	['', 'Japan']	[' PF-R(2)', ' Using the Multiple Analysis Approach to Reconstruct Phylogenetic Relationships among Planktonic Foraminifera from Highly Divergent and Length-polymorphic SSU rDNA Sequences', ' CRYPTIC DIVERSITY IN PLANKTIC FORAMINIFERA IN THE NORTHWEST PACIFIC OCEAN', ' Phylogeny and rates of molecular evolution of planktonic foraminifera', ' Molecular evidence for an independent origin of modern triserial planktonic foraminifera from benthic ancestors']
Rhizaria	Acantharea	Arthracanthida	Phyllacantha	Acanthostaurus_conacanthus	3	2	3	2	['JQ697705', 'JN811188', 'JN811172']	['18.70 N 66.30 E', '26.21 N 127.29 E']	['', 'Japan']	[' An original mode of symbiosis in open ocean plankton', ' Molecular Phylogeny and Morphological Evolution of the Acantharia (Radiolaria)']
Rhizaria	Polycystinea	Collodaria	Collosphaeridae	Disolenia_quadrata	1	1	1	1	['KR058198']	['20.31 S 3.2 W']	['Atlantic Ocean']	[' Towards an Integrative Morpho-molecular Classification of the Collodaria (Polycystinea, Radiolaria)']
Rhizaria	Polycystinea	Collodaria	Collosphaeridae	Disolenia_tenuissima	2	1	2	1	['KR058201', 'KR058199']	['20.31 S 3.2 W']	['Atlantic Ocean']	[' Towards an Integrative Morpho-molecular Classification of the Collodaria (Polycystinea, Radiolaria)']
